Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
032024_COL_SAN_T5_160_DLAB_S41_R2_001_val_2	(1, 0.07609783327917446)	(2, 0.04094258395105067)	(3, 0.0)	(4, 0.0005870683837909549)	(5, 0.00036480381050384446)	(6, 0.0010352214092774659)	(7, 0.00044573710621165094)	(8, 0.000327357061743516)	(9, 0.0011125308260729824)	(10, 0.0011328245479818057)	(15, 0.001054548763476345)	(20, 0.04220001793712781)	(25, 0.001719067403685248)	(30, 0.0012288747814956156)	(35, 0.0008360483185789438)	(40, 0.002039247777797479)	(45, 0.003440093245120076)	(50, 0.010103217482952447)	(55, 0.0010721684931272613)	(60, 0.0019396197351855269)	(65, 0.005281514019729416)	(70, 0.0009125745158997417)	(75, 0.00099437871433023)	(80, 0.0008184549211984004)	(85, 0.009204806046208231)	(90, 0.018494245957622887)	(95, 0.0017363496623907305)	(100, 0.0023486747360956274)	(105, 0.0023387445331575565)	(110, 0.0008394181327754071)	(115, 0.004412427158227493)	(120, 0.0016254056364268224)	(125, 0.0025423555451856567)	(130, 0.0014952586552277884)	(135, 0.0017022442891312505)	(140, 0.002294824648383282)	(145, 0.0030263700148690847)	(150, 0.007468363438095558)
032024_COL_SAN_T5_161_DLAB_S42_R1_001_val_1	(1, 0.000750164803044814)	(2, 0.051449126647512194)	(3, 0.0012748914787497356)	(4, 0.03363951458766071)	(5, 0.00044828501183679726)	(6, 0.0002487593129267777)	(7, 0.0)	(8, 1.8138699900910874e-05)	(9, 0.00019175197038105783)	(10, 0.0004596864803459413)	(15, 0.0001673942876569775)	(20, 0.014865112321191384)	(25, 0.0003960164169538671)	(30, 0.0007281614032664108)	(35, 0.008613941605503113)	(40, 0.017455355672263924)	(45, 0.02571753501235144)	(50, 0.00044013364907386377)	(55, 0.008747661314357351)	(60, 0.0012145450653997835)	(65, 0.0006443017013699055)	(70, 0.00849963975833182)	(75, 0.001635279386622943)	(80, 0.0005412529521012243)	(85, 0.000734510449021483)	(90, 0.000929240790711025)	(95, 0.00017574949482063068)	(100, 0.00825433338334323)	(105, 0.016257591023155455)	(110, 0.000808314154855908)	(115, 0.000543835318246381)	(120, 0.004718144998098293)	(125, 0.01810669442209685)	(130, 0.003768759528248946)	(135, 0.0003790418869020542)	(140, 0.0006791262880955583)	(145, 0.0008320219696399511)	(150, 0.02872140641570191)
032024_COL_SAN_T5_161_DLAB_S42_R2_001_val_2	(1, 0.07451118795009888)	(2, 0.04030159993698097)	(3, 0.0)	(4, 0.0006231939037384379)	(5, 0.00032779221963788935)	(6, 0.0009717160661202253)	(7, 0.0004936317615890745)	(8, 0.00033427032674535756)	(9, 0.0010688876727322479)	(10, 0.0010499715999784409)	(15, 0.0010401248771750892)	(20, 0.042806224862664465)	(25, 0.0017037289464372511)	(30, 0.0011298322798217945)	(35, 0.0008483888738547059)	(40, 0.0020312736468559786)	(45, 0.0034333149343132607)	(50, 0.009965228184117006)	(55, 0.0010781074476234147)	(60, 0.0019256970896055301)	(65, 0.005165837488592478)	(70, 0.0008527547333671739)	(75, 0.000979074515931416)	(80, 0.0007852836515284995)	(85, 0.009071848513110969)	(90, 0.018341730015151953)	(95, 0.0015964177539319884)	(100, 0.0023215896517397856)	(105, 0.002177579234544207)	(110, 0.0008170693703859202)	(115, 0.00427479100399451)	(120, 0.0015150190352785304)	(125, 0.002339706457703619)	(130, 0.0013690911317014176)	(135, 0.001529512734931601)	(140, 0.0020521438802537564)	(145, 0.002699737664044152)	(150, 0.006812111087624176)
032024_COL_SAN_T5_162_PSTR_S39_R1_001_val_1	(1, 0.000688214054544517)	(2, 0.051155670761040564)	(3, 0.0012619225116776822)	(4, 0.033487575127476604)	(5, 0.0005583623461398911)	(6, 0.00024199636566316638)	(7, 0.0)	(8, 1.6526581069679654e-05)	(9, 0.0001912361523777217)	(10, 0.00045046738115641114)	(15, 0.00017400128926219866)	(20, 0.014306124961737362)	(25, 0.0003856236781836323)	(30, 0.0007303906785803024)	(35, 0.008349995172913856)	(40, 0.01712841157906645)	(45, 0.024924889378126286)	(50, 0.0004380556597223122)	(55, 0.008540373773250658)	(60, 0.0011895959205051368)	(65, 0.0006365993095677077)	(70, 0.008082945012477822)	(75, 0.0017066947778668303)	(80, 0.0005547037341357502)	(85, 0.0007452836010374839)	(90, 0.0009665041274315647)	(95, 0.00017882576328003382)	(100, 0.008153665035851233)	(105, 0.015871899796388648)	(110, 0.0008152905008735867)	(115, 0.0005356986815536796)	(120, 0.004681679929182433)	(125, 0.018183802522525598)	(130, 0.0037178467031225024)	(135, 0.00039894862624374327)	(140, 0.0007011521513414609)	(145, 0.0008403396816737286)	(150, 0.029001157116632297)
032024_COL_SAN_T5_162_PSTR_S39_R2_001_val_2	(1, 0.07480166686152293)	(2, 0.04029652652818462)	(3, 0.0)	(4, 0.0005560014059870798)	(5, 0.00026678623726768584)	(6, 0.0009254885399020607)	(7, 0.00047218803056227587)	(8, 0.00032935115131718743)	(9, 0.0010364527270841956)	(10, 0.0010839076241557042)	(15, 0.001025356308365982)	(20, 0.04207909529250941)	(25, 0.0016796060826232675)	(30, 0.0011869029807990649)	(35, 0.0008239225934466743)	(40, 0.0019571677437366175)	(45, 0.003409536182569702)	(50, 0.009869365843198405)	(55, 0.0010823003668529332)	(60, 0.0018673462616592043)	(65, 0.005145991905371027)	(70, 0.0008771456407976286)	(75, 0.0009760547929660814)	(80, 0.0007907431954951428)	(85, 0.008938281523766984)	(90, 0.018139675140932933)	(95, 0.0016491756641462763)	(100, 0.0023152740595264874)	(105, 0.0022029407260271538)	(110, 0.0008037095452946359)	(115, 0.004311146073640521)	(120, 0.001560873875086286)	(125, 0.0023932614183759973)	(130, 0.0014110977139498656)	(135, 0.0015883025537416335)	(140, 0.0021612168270506785)	(145, 0.002776623741069653)	(150, 0.006800676573466835)
032024_COL_SAN_T5_163_PSTR_S11_R1_001_val_1	(1, 0.0006006768787084093)	(2, 0.05110057993885187)	(3, 0.00124635560826468)	(4, 0.03309005658865348)	(5, 0.0004832807460618147)	(6, 0.00019761682328843432)	(7, 0.0)	(8, 1.1739613264659465e-05)	(9, 0.0002015300277099875)	(10, 0.00046645396704913606)	(15, 0.00016122402216798998)	(20, 0.013528908421010191)	(25, 0.00036986172099210627)	(30, 0.0007198928959086115)	(35, 0.008354066946118304)	(40, 0.016657892525691304)	(45, 0.024328500674417688)	(50, 0.00042275448801492986)	(55, 0.00840037812126574)	(60, 0.0012377012455865434)	(65, 0.0005922268105375678)	(70, 0.007960998085895744)	(75, 0.0015766369848658124)	(80, 0.000515405856203974)	(85, 0.0006632307956638325)	(90, 0.0009420721822080932)	(95, 0.00015207692280840942)	(100, 0.007980248094845483)	(105, 0.015566040087364489)	(110, 0.0007486243007981794)	(115, 0.0005013117292493668)	(120, 0.004538044202649928)	(125, 0.01754835012095277)	(130, 0.0035256940005737414)	(135, 0.00035714773407477746)	(140, 0.0006054382948544301)	(145, 0.0007656043427994912)	(150, 0.0271149738647683)
032024_COL_SAN_T5_163_PSTR_S11_R2_001_val_2	(1, 0.07431175196529441)	(2, 0.040286439519889736)	(3, 0.0)	(4, 0.0005145863814342399)	(5, 0.00025827149182250825)	(6, 0.0008648181771632472)	(7, 0.0004656713261648255)	(8, 0.00027196770729794425)	(9, 0.0008804709948494599)	(10, 0.0009344732158668934)	(15, 0.0009532565970903486)	(20, 0.04084423339327119)	(25, 0.0016334633167021887)	(30, 0.0010073214836699043)	(35, 0.0007826748720727328)	(40, 0.0018708341889694642)	(45, 0.003233420762494735)	(50, 0.00944780233576523)	(55, 0.0010352914205243)	(60, 0.0017950748869553356)	(65, 0.004860316610050898)	(70, 0.0008010106758097594)	(75, 0.0008892384628664046)	(80, 0.0006974523882670844)	(85, 0.008721368129189045)	(90, 0.01765051813187869)	(95, 0.0014663451707183578)	(100, 0.002129403035249425)	(105, 0.0019558608506087993)	(110, 0.0007094238444651055)	(115, 0.004029297012597453)	(120, 0.0013540747801610348)	(125, 0.0020452089617804974)	(130, 0.0012373387690374747)	(135, 0.0012986604731598601)	(140, 0.0018139762602918615)	(145, 0.002248162204216926)	(150, 0.005820259713977165)
032024_COL_SAN_T5_166_OFAV_S20_R1_001_val_1	(1, 0.0006946082869478539)	(2, 0.05072976621244943)	(3, 0.001199211616479479)	(4, 0.0328381518616491)	(5, 0.0004718975581730936)	(6, 0.0002616461708682499)	(7, 0.0)	(8, 1.5574176837395828e-05)	(9, 0.00020557913425362493)	(10, 0.00046379898621764777)	(15, 0.00016228292264566452)	(20, 0.013954019335222207)	(25, 0.00037509453301275836)	(30, 0.0006973653825636649)	(35, 0.008472897168246877)	(40, 0.0169554344248145)	(45, 0.02469398152704593)	(50, 0.00045224317809333545)	(55, 0.008471048395069531)	(60, 0.0012408910838873396)	(65, 0.0006035300921571404)	(70, 0.008092182949396608)	(75, 0.0015941238718643234)	(80, 0.0005439934000555993)	(85, 0.0007152218707332604)	(90, 0.0009676959510610507)	(95, 0.0001646174651075533)	(100, 0.008158792428932879)	(105, 0.01594015583166609)	(110, 0.0007662188591760742)	(115, 0.0005030175518963799)	(120, 0.0044503297683120115)	(125, 0.017656567027461153)	(130, 0.00347455225151852)	(135, 0.0003497555798585362)	(140, 0.0006644426879732406)	(145, 0.0007657386436919457)	(150, 0.02706063275014329)
032024_COL_SAN_T5_166_OFAV_S20_R2_001_val_2	(1, 0.07264886269340033)	(2, 0.03951324405415695)	(3, 0.0)	(4, 0.0005170626710015415)	(5, 0.00023361265256093745)	(6, 0.0008892854974153017)	(7, 0.0004547659636519582)	(8, 0.0003457467257901874)	(9, 0.0008986300035177392)	(10, 0.0009465984681769184)	(15, 0.000970894184043256)	(20, 0.04133736811067891)	(25, 0.0015846981719108324)	(30, 0.0010483781309582059)	(35, 0.00077477754663841)	(40, 0.0018756009203422957)	(45, 0.003257820169544343)	(50, 0.009391027841297608)	(55, 0.001004848886428245)	(60, 0.001773291177787304)	(65, 0.004822099130836882)	(70, 0.0008045083660014528)	(75, 0.0009084104652154743)	(80, 0.0007114451898927445)	(85, 0.008745342607739046)	(90, 0.017808534582060626)	(95, 0.0014785226310951249)	(100, 0.0021019401384115115)	(105, 0.0019531933292040627)	(110, 0.0006962763667916213)	(115, 0.004036098326135358)	(120, 0.0013133693591933088)	(125, 0.0020523519866114713)	(130, 0.0012470710508732375)	(135, 0.0012884773710689099)	(140, 0.0018554844471834267)	(145, 0.002268078648009584)	(150, 0.005994013029335772)
032024_COL_SAN_T5_167_OFAV_S21_R1_001_val_1	(1, 0.0006440135146236044)	(2, 0.049459537908403)	(3, 0.001083272732478291)	(4, 0.03214292451927103)	(5, 0.0005092606868355133)	(6, 0.00022050462728960364)	(7, 0.0)	(8, 1.4000293796165312e-05)	(9, 0.00020475429676891768)	(10, 0.0004525594969610437)	(15, 0.0001480531068944482)	(20, 0.014085834815634923)	(25, 0.00036371155381594467)	(30, 0.0007138911110116153)	(35, 0.008459226705868005)	(40, 0.01721862598194624)	(45, 0.025218567574992377)	(50, 0.000440801261341947)	(55, 0.008620027253432022)	(60, 0.0012085332841776648)	(65, 0.0006102811562130046)	(70, 0.008477741685695208)	(75, 0.0015687533158478667)	(80, 0.0005379632590138907)	(85, 0.0006876548348951645)	(90, 0.0009108623804798684)	(95, 0.00014186042265499092)	(100, 0.008057759428996255)	(105, 0.015667850485843567)	(110, 0.0007443043154924623)	(115, 0.000496404739392888)	(120, 0.0044354819707220225)	(125, 0.0180644339914012)	(130, 0.003463729223425405)	(135, 0.00035497737303600494)	(140, 0.0005893045933753467)	(145, 0.0007677551924219245)	(150, 0.026956713722298287)
032024_COL_SAN_T5_167_OFAV_S21_R2_001_val_2	(1, 0.0731375347911676)	(2, 0.039141321380629174)	(3, 0.0)	(4, 0.0005180108704581166)	(5, 0.00022400470073864499)	(6, 0.0008487678113925221)	(7, 0.00046025965854893465)	(8, 0.0002887560595459096)	(9, 0.0009712703821089686)	(10, 0.0009600701470720363)	(15, 0.0009320695594797057)	(20, 0.04243103800272788)	(25, 0.0016411876861572308)	(30, 0.001044421602453331)	(35, 0.000736240568302552)	(40, 0.0018193975639402866)	(45, 0.0031824173183109296)	(50, 0.009237219671972378)	(55, 0.0010316616323111818)	(60, 0.0017831956648104424)	(65, 0.00476987035522588)	(70, 0.0008017946646256019)	(75, 0.0009103227355094083)	(80, 0.0006442523165121788)	(85, 0.008690917716432416)	(90, 0.01769169795498436)	(95, 0.0014874945421399141)	(100, 0.0021338464511892587)	(105, 0.0018967185211222716)	(110, 0.0007261485770244896)	(115, 0.003998462566527848)	(120, 0.0013542974722611167)	(125, 0.0020293949651170647)	(130, 0.0012341953072761943)	(135, 0.0012857331695206855)	(140, 0.001824064060403806)	(145, 0.002244189795718594)	(150, 0.005895785503290704)
