"","x"
"288","RXN-17608: (expasy) Amidase [3.5.1.4]"
"289","RXN-17801: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]"
"290","RXN-17905: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8]"
"291","RXN-17944: (expasy) Laccase [1.10.3.2]"
"292","RXN-17954: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]"
"293","RXN-17957: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]"
"294","RXN-18229: (expasy) Nitrilase [3.5.5.1]"
"295","RXN-18244: (expasy) Fucosylgalactoside 3-alpha-galactosyltransferase [2.4.1.37]"
"296","RXN-18245: (expasy) Fucosylgalactoside 3-alpha-galactosyltransferase [2.4.1.37]"
"297","RXN-18397: (expasy) Ectoine hydrolase [3.5.4.44]"
"298","RXN-18402: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]"
"299","RXN-18403: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]"
"300","RXN-18406: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]"
"301","RXN-18592: (expasy) 2-dehydrotetronate isomerase [5.3.1.35]"
"302","RXN-18593: (expasy) 2-dehydrotetronate isomerase [5.3.1.35]"
"303","RXN-18737: (expasy) DNA oxidative demethylase [1.14.11.33]"
"304","RXN-18738: (expasy) DNA oxidative demethylase [1.14.11.33]"
"305","RXN-18739: (expasy) DNA oxidative demethylase [1.14.11.33]"
"306","RXN-18796: (expasy) L-cysteine S-thiosulfotransferase [2.8.5.2]"
"307","RXN-19618: (expasy) Trimethylamine-N-oxide reductase [1.7.2.3]"
"308","RXN-19619: (expasy) Trimethylamine-N-oxide reductase [1.7.2.3]"
"309","RXN-19629: (expasy) Protein-disulfide reductase (glutathione) [1.8.4.2]"
"310","RXN-19736: (expasy) Oxaloacetate decarboxylase (Na(+) extruding) [7.2.4.2]"
"311","RXN-1981: (expasy) Isochorismate lyase [4.2.99.21]"
"312","RXN-20076: (expasy) Respiratory dimethylsulfoxide reductase [1.8.5.3]"
"313","RXN-20334: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]"
"314","RXN-20338: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]"
"315","RXN-20342: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]"
"316","RXN-20346: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]"
"317","RXN-20350: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]"
"318","RXN-20377: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]"
"319","RXN-20381: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]"
"320","RXN-20531: (expasy) Phospholipase D [3.1.4.4]"
"321","RXN-20710: (expasy) Coenzyme F420-1:gamma-L-glutamate ligase [6.3.2.34]"
"322","RXN-20711: (expasy) Coenzyme F420-1:gamma-L-glutamate ligase [6.3.2.34]"
"323","RXN-20712: (expasy) Coenzyme F420-1:gamma-L-glutamate ligase [6.3.2.34]"
"324","RXN-20713: (expasy) Coenzyme F420-1:gamma-L-glutamate ligase [6.3.2.34]"
"325","RXN-20714: (expasy) Coenzyme F420-1:gamma-L-glutamate ligase [6.3.2.34]"
"326","RXN-20715: (expasy) Coenzyme F420-1:gamma-L-glutamate ligase [6.3.2.34]"
"327","RXN-20787: (expasy) UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [2.3.1.191]"
"328","RXN-20992: (expasy) Ubiquinol oxidase (electrogenic, proton-motive force generating) [7.1.1.7]"
"329","RXN-20993: (expasy) Ubiquinol oxidase (electrogenic, proton-motive force generating) [7.1.1.7]"
"330","RXN-21088: (expasy) 2-phospho-L-lactate guanylyltransferase [2.7.7.68]"
"331","RXN-21214: (expasy) Mycothiol S-conjugate amidase [3.5.1.115]"
"332","RXN-21231: (expasy) Laccase [1.10.3.2]"
"333","RXN-21232: (expasy) Laccase [1.10.3.2]"
"334","RXN-21317: (expasy) S-methyl-5-thioribose kinase [2.7.1.100]"
"335","RXN-21392: (expasy) Ubiquinol oxidase (electrogenic, proton-motive force generating) [7.1.1.7]"
"336","RXN-21792: (expasy) AMBIGUOUS [2.7.2.14; 2.7.2.7]"
"337","RXN-21817: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]"
"338","RXN-2401: (expasy) Benzoyl-CoA 2,3-epoxidase [1.14.13.208]"
"339","RXN-3341: (expasy) Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating) [1.1.1.343]"
"340","RXN-5472: (expasy) glucosyltransferase [2.4.1.256]"
"341","RXN-5821: (expasy) Monoamine oxidase [1.4.3.4]"
"342","RXN-6622: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"343","RXN-6701: (expasy) Glutathione amide-dependent peroxidase [1.11.1.17]"
"344","RXN-6702: (expasy) Glutathione amide reductase [1.8.1.16]"
"345","RXN-7001: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]"
"346","RXN-7561: (metacyc) ornithine N-succinyltransferase [2.3.1.109]"
"347","RXN-7566: (expasy) Glycine reductase [1.21.4.2]"
"348","RXN-7637: (expasy) Nicotinate dehydrogenase [1.17.1.5]"
"349","RXN-7644: (metacyc) D-sorbitol 2-dehydrogenase [1.1.1.14]"
"350","RXN-7929: (expasy) Citryl-CoA lyase [4.1.3.34]"
"351","RXN-8081: (expasy) Coenzyme F420-1:gamma-L-glutamate ligase [6.3.2.34]"
"352","RXN-8269: (expasy) Sulfhydrogenase [1.12.98.4]"
"353","RXN-8580: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]"
"354","RXN-8581: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]"
"355","RXN-8582: (expasy) Benzaldehyde dehydrogenase (NAD(+)) [1.2.1.28]"
"356","RXN-8583: (expasy) Benzaldehyde dehydrogenase (NAD(+)) [1.2.1.28]"
"357","RXN-8766: (metacyc) cobalt-precorrin-6B methylase [2.1.1.196]"
"358","RXN-8767: (expasy) Cobalt-precorrin-7 (C(5))-methyltransferase [2.1.1.289]"
"359","RXN-8771: (expasy) Aerobic 5,6-dimethylbenzimidazole synthase [1.13.11.79]"
"360","RXN-8783: (expasy) Gluconolactonase [3.1.1.17]"
"361","RXN-8805: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]"
"362","RXN-8979: (expasy) 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [4.2.1.117]"
"363","RXN-9031: (expasy) Trans-2,3-dihydro-3-hydroxyanthranilate isomerase [5.3.3.17]"
"364","RXN-9048: (expasy) Laccase [1.10.3.2]"
"365","RXN-9051: (expasy) Laccase [1.10.3.2]"
"366","RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84]"
"367","RXN-9310: (expasy) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [4.2.99.20]"
"368","RXN-9407: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]"
"369","RXN-9408: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]"
"370","RXN-9409: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]"
"371","RXN-9510: (expasy) FMN reductase (NADH) [1.5.1.42]"
"372","RXN-9592: (expasy) Sulfoacetaldehyde dehydrogenase [1.2.1.73]"
"373","RXN-9598: (expasy) Monoamine oxidase [1.4.3.4]"
"374","RXN-9731: (expasy) Protocatechuate 3,4-dioxygenase [1.13.11.3]"
"375","RXN-9789: (expasy) Sulfur carrier protein ThiS adenylyltransferase [2.7.7.73]"
"376","RXN-9850: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]"
"377","RXN-9866: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]"
"378","RXN-9909: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]"
"379","RXN-9910: (metacyc) Chlorobenzaldehyde dehydrogenase (NAD+) [1.2.1.28]"
"380","RXN-9912: (metacyc) 4-chlorosalicylate monooxygenase [1.14.13.1]"
"381","RXN-9914: (metacyc) 5-chlorosalicylate 1-monooxygenase [1.14.13.1]"
"382","RXN-9935: (expasy) Mannosylfructose-phosphate synthase [2.4.1.246]"
"383","RXN-9998: (expasy) UDP-N-acetylglucosamine 4,6-dehydratase (inverting) [4.2.1.115]"
"384","RXN0-1001: (expasy) 3-phytase [3.1.3.8]"
"385","RXN0-1241: (expasy) Ribosomal protein L3 N(5)-glutamine methyltransferase [2.1.1.298]"
"386","RXN0-2001: (expasy) Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase [2.4.2.43]"
"387","RXN0-2361: (expasy) diaminoheptanedioate ligase [6.3.2.45]"
"388","RXN0-2605: (expasy) Exodeoxyribonuclease V [3.1.11.5]"
"389","RXN0-3521: (expasy) Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [2.4.2.53]"
"390","RXN0-5001: (expasy) Alpha-D-xyloside xylohydrolase [3.2.1.177]"
"391","RXN0-5116: (expasy) Ribulokinase [2.7.1.16]"
"392","RXN0-5189: (expasy) DNA-3-methyladenine glycosylase I [3.2.2.20]"
"393","RXN0-5199: (expasy) AMBIGUOUS [2.4.2.1; 2.4.2.15]"
"394","RXN0-5227: (expasy) Muramoyltetrapeptide carboxypeptidase [3.4.17.13]"
"395","RXN0-5266: (expasy) Ubiquinol oxidase (electrogenic, proton-motive force generating) [7.1.1.7]"
"396","RXN0-5268: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]"
"397","RXN0-5306: (expasy) L-rhamnose mutarotase [5.1.3.32]"
"398","RXN0-6373: (expasy) Quinoprotein glucose dehydrogenase (PQQ, quinone) [1.1.5.2]"
"399","RXN0-6444: (expasy) Pyrimidine monooxygenase [1.14.99.46]"
"400","RXN0-6566: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8]"
"401","RXN0-6731: (expasy) 16S rRNA (guanine(1516)-N(2))-methyltransferase [2.1.1.242]"
"402","RXN0-6732: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]"
"403","RXN0-6974: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"404","RXN0-6975: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"405","RXN0-6976: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"406","RXN0-6977: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"407","RXN0-6978: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"408","RXN0-6979: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"409","RXN0-6980: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"410","RXN0-6981: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"411","RXN0-6982: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"412","RXN0-6983: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"413","RXN0-6984: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"414","RXN0-6985: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"415","RXN0-6987: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"416","RXN0-6988: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]"
"417","RXN0-7010: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]"
"418","RXN0-7022: (expasy) diaminoheptanedioate ligase [6.3.2.45]"
"419","RXN0-7154: (expasy) Alcohol dehydrogenase (NADP(+)) [1.1.1.2]"
"420","RXN0-7280: (expasy) DNA oxidative demethylase [1.14.11.33]"
"421","RXN0-984: (expasy) DNA oxidative demethylase [1.14.11.33]"
"422","RXN0-986: (expasy) DNA oxidative demethylase [1.14.11.33]"
"423","RXN18C3-61: (metacyc) acibenzolar-S-methyl esterase [3.1.1.1]"
"424","RXN1G-186: (expasy) Mycothiol S-conjugate amidase [3.5.1.115]"
"425","RXN1G-4: (expasy) Mycothiol synthase [2.3.1.189]"
"426","RXN6666-4: (expasy) Monoamine oxidase [1.4.3.4]"
"427","RXN8J2-136: (expasy) Glucose-6-phosphate 3-dehydrogenase [1.1.1.361]"
"428","RXNN-404: (expasy) Amidase [3.5.1.4]"
"429","RXNQT-4366: (expasy) Carboxylesterase [3.1.1.1]"
"430","SALICYLATE-1-MONOOXYGENASE-RXN: (expasy) Salicylate 1-monooxygenase [1.14.13.1]"
"431","SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN: (expasy) Serine--glyoxylate transaminase [2.6.1.45]"
"432","SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN: (expasy) Serine--glyoxylate transaminase [2.6.1.45]"
"433","SUCROSEPHOSPHO-RXN: (expasy) Protein-N(pi)-phosphohistidine--sucrose phosphotransferase [2.7.1.211]"
"434","TARTRATE-DECARBOXYLASE-RXN: (expasy) Tartrate decarboxylase [4.1.1.73]"
"435","TEICHOICSYN5-RXN: (expasy) Poly(glycerol-phosphate) alpha-glucosyltransferase [2.4.1.52]"
"436","THREONINE-ALDOLASE-RXN: (expasy) AMBIGUOUS [4.1.2.48; 4.1.2.5]"
"437","TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN: (expasy) All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) [2.5.1.84]"
"438","TRANS-RXN-2: (expasy) P-type K(+) transporter [7.2.2.6]"
"439","TRANS-RXN-236: (expasy) ABC-type lipid A-core oligosaccharide transporter [7.5.2.6]"
"440","TRANS-RXN0-222: (expasy) ABC-type polar-amino-acid transporter [7.4.2.1]"
"441","TRANS-RXN0-503: (expasy) ABC-type maltose transporter [7.5.2.1]"
"442","TRANS-RXN0-504: (expasy) ABC-type maltose transporter [7.5.2.1]"
"443","TRYPTOPHAN-RXN: (expasy) Tryptophanase [4.1.99.1]"
"444","TSA-REDUCT-RXN: (expasy) 2-hydroxy-3-oxopropionate reductase [1.1.1.60]"
"445","TYROSINE-PHENOL-LYASE-RXN: (expasy) Tyrosine phenol-lyase [4.1.99.2]"
"446","UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN: (expasy) UDP-N-acetylglucosamine 4-epimerase [5.1.3.7]"
"447","UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN: (expasy) UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [2.3.1.191]"
"448","XANTHOSINEPHOSPHORY-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]"
