"","x"
"560","RXN-7933: (expasy) Acetylornithine deacetylase [3.5.1.16]"
"561","RXN-8001: (expasy) Histidinol dehydrogenase [1.1.1.23]"
"562","RXN-8340: (expasy) GTP 3',8-cyclase [4.1.99.22]"
"563","RXN-8629: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]"
"564","RXN-8667: (expasy) Catalase peroxidase [1.11.1.21]"
"565","RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11]"
"566","RXN-8764: (expasy) Cobalt-precorrin-5B (C(1))-methyltransferase [2.1.1.195]"
"567","RXN-8782: (expasy) L-sorbose 1-dehydrogenase [1.1.99.32]"
"568","RXN-8961: (expasy) Malyl-CoA lyase [4.1.3.24]"
"569","RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13]"
"570","RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]"
"571","RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]"
"572","RXN-9384: (expasy) Cystathionine gamma-synthase [2.5.1.48]"
"573","RXN-9452: (expasy) O-demethylpuromycin O-methyltransferase [2.1.1.38]"
"574","RXN-9515: (metacyc) crotonyl-[acyl-carrier protein] reductase (NADP) [1.3.1.10; 1.3.1.39]"
"575","RXN-9516: (metacyc) 3-oxo-hexanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]"
"576","RXN-9520: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"577","RXN-9521: (metacyc) trans hex-2-enoyl-[acp] reductase [1.3.1.10; 1.3.1.39]"
"578","RXN-9523: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]"
"579","RXN-9526: (metacyc) trans oct-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39]"
"580","RXN-9527: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]"
"581","RXN-9530: (metacyc) trans-&Delta;2-decenoyl-[acp]reductase [1.3.1.10; 1.3.1.39]"
"582","RXN-9531: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]"
"583","RXN-9533: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"584","RXN-9534: (metacyc) trans dodec-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39]"
"585","RXN-9537: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"586","RXN-9538: (metacyc) trans tetradec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.10; 1.3.1.39]"
"587","RXN-9539: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]"
"588","RXN-9542: (metacyc) trans hexadecenoyl-[acp] reductase (NADPH, B-specific) [1.3.1.10; 1.3.1.39]"
"589","RXN-9543: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199]"
"590","RXN-9557: (metacyc) 3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase [4.2.1.59]"
"591","RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]"
"592","RXN-9632: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] synthase [2.3.1.41]"
"593","RXN-9634: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"594","RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9]"
"595","RXN-9648: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"596","RXN-9650: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"597","RXN-9651: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"598","RXN-9652: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"599","RXN-9653: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"600","RXN-9654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"601","RXN-9655: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"602","RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9]"
"603","RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9]"
"604","RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9]"
"605","RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9]"
"606","RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9]"
"607","RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9]"
"608","RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9]"
"609","RXN-969: (expasy) (S)-2-hydroxy-acid oxidase [1.1.3.15]"
"610","RXN-9758: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8]"
"611","RXN-982: (expasy) Arsenate reductase (glutathione/glutaredoxin) [1.20.4.1]"
"612","RXN-9885: (expasy) Maleylacetate reductase [1.3.1.32]"
"613","RXN-9891: (expasy) Maleylacetate reductase [1.3.1.32]"
"614","RXN-9944: (expasy) Ferredoxin:thioredoxin reductase [1.8.7.2]"
"615","RXN-9958: (expasy) Malonate-semialdehyde dehydrogenase (acetylating) [1.2.1.18]"
"616","RXN0-1132: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]"
"617","RXN0-1133: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12]"
"618","RXN0-1134: (expasy) Pyruvate dehydrogenase (acetyl-transferring) [1.2.4.1]"
"619","RXN0-1147: (expasy) Dihydrolipoyllysine-residue succinyltransferase [2.3.1.61]"
"620","RXN0-2141: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]"
"621","RXN0-2144: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"622","RXN0-2145: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]"
"623","RXN0-2161: (expasy) Serine--tRNA ligase [6.1.1.11]"
"624","RXN0-2301: (expasy) Isovaleryl-CoA dehydrogenase [1.3.8.4]"
"625","RXN0-262: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77]"
"626","RXN0-280: (expasy) Alkanesulfonate monooxygenase [1.14.14.5]"
"627","RXN0-3962: (expasy) Aldehyde dehydrogenase (NADP(+)) [1.2.1.4]"
"628","RXN0-4022: (expasy) PreQ(1) synthase [1.7.1.13]"
"629","RXN0-5055: (expasy) Acetyl-CoA carboxytransferase [2.1.3.15]"
"630","RXN0-5183: (expasy) Alpha-glucosidase [3.2.1.20]"
"631","RXN0-5258-Yeast: (metacyc) sn-glycerol 3-phosphate:ubiquinone oxidoreductase [1.1.5.3]"
"632","RXN0-5260: (metacyc) sn-glycerol 3-phosphate:ubiquinone oxidoreductase [1.1.5.3]"
"633","RXN0-5293: (expasy) Succinate-semialdehyde dehydrogenase (NAD(P)(+)) [1.2.1.16]"
"634","RXN0-5408: (expasy) Inositol-phosphate phosphatase [3.1.3.25]"
"635","RXN0-6481: (expasy) tRNA nucleotidyltransferase [2.7.7.56]"
"636","RXN0-6482: (expasy) tRNA nucleotidyltransferase [2.7.7.56]"
"637","RXN0-6950: (expasy) 23S rRNA (guanine(2069)-N(7))-methyltransferase [2.1.1.264]"
"638","RXN0-6973: (expasy) Alkanesulfonate monooxygenase [1.14.14.5]"
"639","RXN0-7075: (expasy) CoA:oxalate CoA-transferase [2.8.3.19]"
"640","RXN0-722: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]"
"641","RXN0-7230: (expasy) Choline dehydrogenase [1.1.99.1]"
"642","RXN0-747: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]"
"643","RXN0-748: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]"
"644","RXN0-947: (expasy) Lipoyl(octanoyl) transferase [2.3.1.181]"
"645","RXN1G-30: (metacyc) trans-docos-2-enoyl-[acyl-carrier protein] isomerase [5.3.3.14]"
"646","RXN1G-320: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"647","RXN1G-368: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"648","RXN1G-395: (metacyc) trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific) [1.3.1.9]"
"649","RXN1G-445: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]"
"650","RXN1G-53: (metacyc) trans-delta2-cis-delta21-C40:2-[acyl-carrier protein] isomerase [5.3.3.14]"
"651","RXN1G-674: (metacyc) trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] isomerase [5.3.3.14]"
"652","RXN1YI0-11: (expasy) Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [1.2.1.12]"
"653","RXN1YI0-14: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]"
"654","RXN3O-102: (metacyc) 3-demethylubiquinol-6 3-O-methyltransferase [2.1.1.64]"
"655","RXN3O-4113: (expasy) Alcohol dehydrogenase [1.1.1.1]"
"656","RXN66-3: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]"
"657","RXN66-472: (metacyc) fatty aldehyde dehydrogenase [1.2.1.3]"
"658","RXN66-476: (metacyc) fatty aldehyde dehydrogenase [1.2.1.3]"
"659","RXN66-478: (metacyc) phytol dehydrogenase [1.1.1.1]"
"660","RXN66-479: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]"
"661","RXN66-534: (expasy) Cystathionine beta-synthase [4.2.1.22]"
"662","RXN66-550: (expasy) Electron-transferring-flavoprotein dehydrogenase [1.5.5.1]"
"663","RXN66-562: (expasy) Cystathionine beta-synthase [4.2.1.22]"
"664","RXN6666-5: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]"
"665","RXNQT-4165: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]"
"666","RXNQT-4168: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]"
"667","RXNQT-4171: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]"
"668","RXNQT-4174: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]"
"669","RXNQT-4178: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]"
"670","S-2-HYDROXY-ACID-OXIDASE-RXN: (expasy) (S)-2-hydroxy-acid oxidase [1.1.3.15]"
"671","S-FORMYLGLUTATHIONE-HYDROLASE-RXN: (expasy) S-formylglutathione hydrolase [3.1.2.12]"
"672","SAICARSYN-RXN: (expasy) Phosphoribosylaminoimidazolesuccinocarboxamide synthase [6.3.2.6]"
"673","SARCOSINE-DEHYDROGENASE-RXN: (expasy) Sarcosine dehydrogenase [1.5.8.3]"
"674","SARCOX-RXN: (expasy) Sarcosine oxidase [1.5.3.1]"
"675","SERINE--TRNA-LIGASE-RXN: (expasy) Serine--tRNA ligase [6.1.1.11]"
"676","SERINE-O-ACETTRAN-RXN: (expasy) Serine O-acetyltransferase [2.3.1.30]"
"677","SUCCCOASYN-RXN: (expasy) Succinate--CoA ligase (ADP-forming) [6.2.1.5]"
"678","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]"
"679","SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]"
"680","SUCCSEMIALDDEHYDROG-RXN: (expasy) Succinate-semialdehyde dehydrogenase (NADP(+)) [1.2.1.79]"
"681","SULFATE-ADENYLYLTRANS-RXN: (expasy) Sulfate adenylyltransferase [2.7.7.4]"
"682","TAURINE-AMINOTRANSFERASE-RXN: (expasy) Taurine--pyruvate aminotransferase [2.6.1.77]"
"683","TETHYDPICSUCC-RXN: (expasy) 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [2.3.1.117]"
"684","TETRAACYLDISACC4KIN-RXN: (expasy) Tetraacyldisaccharide 4'-kinase [2.7.1.130]"
"685","THIAZOLSYN2-RXN: (expasy) Thiazole synthase [2.8.1.10]"
"686","THIOL-OXIDASE-RXN: (expasy) Thiol oxidase [1.8.3.2]"
"687","THREODEHYD-RXN: (expasy) L-threonine 3-dehydrogenase [1.1.1.103]"
"688","THREONINE--TRNA-LIGASE-RXN: (expasy) Threonine--tRNA ligase [6.1.1.3]"
"689","THYMIDYLATESYN-RXN: (expasy) Thymidylate synthase [2.1.1.45]"
"690","TRANS-RXN-370: (expasy) H(+)-exporting diphosphatase [7.1.3.1]"
"691","TRANS-RXN0-277: (expasy) Proton-translocating NAD(P)(+) transhydrogenase [7.1.1.1]"
"692","TRANSALDOL-RXN: (expasy) Transaldolase [2.2.1.2]"
"693","TRNA-NUCLEOTIDYLTRANSFERASE-RXN: (expasy) tRNA nucleotidyltransferase [2.7.7.56]"
"694","TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN: (expasy) tRNA pseudouridine(38-40) synthase [5.4.99.12]"
"695","TRYPSYN-RXN: (expasy) Tryptophan synthase [4.2.1.20]"
"696","TRYPTOPHAN--TRNA-LIGASE-RXN: (expasy) Tryptophan--tRNA ligase [6.1.1.2]"
"697","UDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"698","UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN: (expasy) UDP-N-acetylglucosamine 1-carboxyvinyltransferase [2.5.1.7]"
"699","UDPNACETYLMURAMATEDEHYDROG-RXN: (expasy) UDP-N-acetylmuramate dehydrogenase [1.3.1.98]"
"700","UDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]"
"701","URATE-OXIDASE-RXN: (expasy) Factor independent urate hydroxylase [1.7.3.3]"
"702","UREA-CARBOXYLASE-RXN: (expasy) Urea carboxylase [6.3.4.6]"
"703","UREIDOGLYCOLATE-LYASE-RXN: (expasy) Ureidoglycolate lyase [4.3.2.3]"
"704","URITRANS-RXN: (expasy) [Protein-PII] uridylyltransferase [2.7.7.59]"
"705","XMPXAN-RXN: (expasy) 5'-nucleotidase [3.1.3.5]"
"706","XYLULOKIN-RXN: (expasy) Xylulokinase [2.7.1.17]"
