"","x"
"817","RXN-12894: (expasy) Ureidoacrylate amidohydrolase [3.5.1.110]"
"818","RXN-12895: (expasy) Ureidoacrylate amidohydrolase [3.5.1.110]"
"819","RXN-12975: (expasy) Geranyl diphosphate 2-C-methyltransferase [2.1.1.255]"
"820","RXN-12977: (expasy) 4-O-beta-D-mannosyl-D-glucose phosphorylase [2.4.1.281]"
"821","RXN-12978: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"822","RXN-13008: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"823","RXN-13072: (expasy) AMBIGUOUS [3.5.1.111; 3.5.1.3]"
"824","RXN-13108: (metacyc) theophylline N3-demethylase [1.14.13.178]"
"825","RXN-13111: (expasy) Methylxanthine N(1)-demethylase [1.14.13.178]"
"826","RXN-13117: (expasy) L-glutamine:2-deoxy-scyllo-inosose aminotransferase [2.6.1.100]"
"827","RXN-13124: (expasy) 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase [2.4.1.301]"
"828","RXN-13125: (expasy) 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase [2.4.1.301]"
"829","RXN-13145: (expasy) 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase [2.4.1.301]"
"830","RXN-13147: (expasy) 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase [2.4.1.301]"
"831","RXN-13148: (expasy) 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase [2.4.1.301]"
"832","RXN-13149: (expasy) 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase [2.4.1.301]"
"833","RXN-13162: (expasy) Squalene synthase [2.5.1.21]"
"834","RXN-13164: (expasy) 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase [2.4.1.301]"
"835","RXN-13165: (expasy) Paromamine 6'-oxidase [1.1.3.43]"
"836","RXN-13171: (expasy) 2,6-dioxo-6-phenylhexa-3-enoate hydrolase [3.7.1.8]"
"837","RXN-13178: (expasy) Choline oxidase [1.1.3.17]"
"838","RXN-13179: (expasy) 4-hydroxythreonine-4-phosphate dehydrogenase [1.1.1.262]"
"839","RXN-13214: (expasy) L-glutamyl-[BtrI acyl-carrier protein] decarboxylase [4.1.1.95]"
"840","RXN-13279: (expasy) Acetoacetyl-CoA reductase [1.1.1.36]"
"841","RXN-13290: (metacyc) 15-tetracosenoate&mdash;CoA ligase [6.2.1.3]"
"842","RXN-13459: (expasy) 2-hydroxymuconate tautomerase [5.3.2.6]"
"843","RXN-13585: (expasy) UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [1.1.1.335]"
"844","RXN-13589: (expasy) UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [2.3.1.201]"
"845","RXN-13602: (metacyc) linustatin &beta;-diglucosidase [3.2.1.21]"
"846","RXN-13603: (metacyc) neolinustatin &beta;-diglucosidase [3.2.1.21]"
"847","RXN-13614: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"848","RXN-13615: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]"
"849","RXN-13616: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"850","RXN-13617: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"851","RXN-13671: (expasy) Acetaldehyde dehydrogenase (acetylating) [1.2.1.10]"
"852","RXN-13673: (expasy) Glutathione transferase [2.5.1.18]"
"853","RXN-13675: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"854","RXN-13689: (expasy) L-gulonolactone oxidase [1.1.3.8]"
"855","RXN-13697: (expasy) Aspartate transaminase [2.6.1.1]"
"856","RXN-13698: (expasy) Alanine transaminase [2.6.1.2]"
"857","RXN-13704: (metacyc) 2,3-dihydroxybenzenesulfonate 2,3-dioxygenase [1.13.11.2]"
"858","RXN-13756: (expasy) ([Pyruvate, phosphate dikinase] phosphate) phosphotransferase [2.7.4.27]"
"859","RXN-13757: (expasy) [Pyruvate, phosphate dikinase] kinase [2.7.11.32]"
"860","RXN-13805: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"861","RXN-1381: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"862","RXN-13852: (metacyc) anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [1.21.98.3]"
"863","RXN-13854: (expasy) Nitrite reductase (NADH) [1.7.1.15]"
"864","RXN-13870: (expasy) Arylamine N-acetyltransferase [2.3.1.5]"
"865","RXN-13871: (expasy) Arylamine N-acetyltransferase [2.3.1.5]"
"866","RXN-13909: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]"
"867","RXN-14064: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]"
"868","RXN-14091: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]"
"869","RXN-14112: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]"
"870","RXN-14113: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]"
"871","RXN-14131: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8]"
"872","RXN-14139: (expasy) Nucleotide diphosphatase [3.6.1.9]"
"873","RXN-14140: (expasy) Nucleotide diphosphatase [3.6.1.9]"
"874","RXN-14147: (expasy) Methionine transaminase [2.6.1.88]"
"875","RXN-14173: (expasy) (R)-amidase [3.5.1.100]"
"876","RXN-14174: (expasy) (R)-amidase [3.5.1.100]"
"877","RXN-14177: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"878","RXN-14179: (expasy) Beta-glucosidase [3.2.1.21]"
"879","RXN-14189: (expasy) Catalase [1.11.1.6]"
"880","RXN-14204: (expasy) Gluconate 2-dehydrogenase (acceptor) [1.1.99.3]"
"881","RXN-14229: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]"
"882","RXN-14240: (metacyc) baicalein peroxidase [1.11.1.7]"
"883","RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]"
"884","RXN-14247: (expasy) Monoterpene epsilon-lactone hydrolase [3.1.1.83]"
"885","RXN-14262: (metacyc) lauroyl-CoA dehydrogenase [1.3.8.7]"
"886","RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]"
"887","RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]"
"888","RXN-14268: (metacyc) lauroyl-CoA acetyl-CoA acyltransferase [2.3.1.16]"
"889","RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]"
"890","RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]"
"891","RXN-14274: (metacyc) decanoyl-CoA C-acyltransferase [2.3.1.16]"
"892","RXN-14276: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"893","RXN-14277: (metacyc) hexanoyl-CoA C-acyltransferase [2.3.1.16]"
"894","RXN-14278: (metacyc) hexanoyl-CoA dehydrogenase [1.3.8.7]"
"895","RXN-14291: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39]"
"896","RXN-14312: (expasy) Pulcherriminic acid synthase [1.14.15.13]"
"897","RXN-14333: (expasy) 8'-apo-carotenoid 13,14-cleaving dioxygenase [1.13.11.82]"
"898","RXN-14377: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46]"
"899","RXN-14380: (expasy) Isoamylase [3.2.1.68]"
"900","RXN-14394: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"901","RXN-14431: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44]"
"902","RXN-14437: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44]"
"903","RXN-14438: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44]"
"904","RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180]"
"905","RXN-14536: (expasy) 2-haloacrylate reductase [1.3.1.103]"
"906","RXN-14716: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"907","RXN-14718: (expasy) Isovaleryl-homoserine lactone synthase [2.3.1.228]"
"908","RXN-14725: (expasy) Nitrile hydratase [4.2.1.84]"
"909","RXN-14726: (expasy) Nitrile hydratase [4.2.1.84]"
"910","RXN-14756: (expasy) UDP-N-acetylglucosamine 6-dehydrogenase [1.1.1.136]"
"911","RXN-14772: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"912","RXN-14774: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"913","RXN-14777: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"914","RXN-14778: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"915","RXN-14786: (metacyc) enoyl-CoA hydratase [4.2.1.119]"
"916","RXN-14788: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"917","RXN-14791: (metacyc) enoyl-CoA hydratase [4.2.1.119]"
"918","RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"919","RXN-14794: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"920","RXN-14797: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"921","RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"922","RXN-14800: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"923","RXN-14801: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"924","RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"925","RXN-14804: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"926","RXN-14805: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"927","RXN-14900: (expasy) Mannosylglycerate hydrolase [3.2.1.170]"
"928","RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]"
"929","RXN-14933: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22]"
"930","RXN-14935: (expasy) Succinyl-CoA--D-citramalate CoA-transferase [2.8.3.20]"
"931","RXN-14937: (expasy) (3S)-malyl-CoA thioesterase [3.1.2.30]"
"932","RXN-14963: (expasy) Fumarate reductase (quinol) [1.3.5.4]"
"933","RXN-14969: (expasy) D-arabinose isomerase [5.3.1.3]"
"934","RXN-14970: (expasy) Fumarate reductase (quinol) [1.3.5.4]"
"935","RXN-15035: (expasy) Lysophospholipase [3.1.1.5]"
"936","RXN-15045: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"937","RXN-15047: (expasy) 5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming) [3.1.12.1]"
"938","RXN-15065: (metacyc) phospholipase A2 [3.1.1.4]"
"939","RXN-15067: (metacyc) phospholipase A2 [3.1.1.4]"
"940","RXN-15068: (metacyc) phospholipase A2 [3.1.1.4]"
"941","RXN-15087: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]"
"942","RXN-15088: (expasy) Acylglycerol lipase [3.1.1.23]"
"943","RXN-15089: (expasy) Acylglycerol lipase [3.1.1.23]"
"944","RXN-15123: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10]"
"945","RXN-15127: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10]"
"946","RXN-15130: (expasy) Cystathionine gamma-lyase [4.4.1.1]"
"947","RXN-15138: (metacyc) 2-chloroacrylate reductase [3.8.1.2]"
"948","RXN-15162: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]"
"949","RXN-15164: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]"
"950","RXN-15165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]"
"951","RXN-15200: (expasy) Aromatic-amino-acid transaminase [2.6.1.57]"
"952","RXN-15203: (expasy) 1,4-beta-mannosyl-N-acetylglucosamine phosphorylase [2.4.1.320]"
"953","RXN-15212: (expasy) Sphingomyelin phosphodiesterase [3.1.4.12]"
"954","RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3]"
"955","RXN-15288: (metacyc) luteolin-7-O-diglucuronide peroxidase [1.11.1.7]"
"956","RXN-15289: (metacyc) luteolin triglucoronide &beta;-glucuronidase [3.2.1.31]"
"957","RXN-15291: (metacyc) luteolin monoglucuronide &beta;-glucuronidase [3.2.1.31]"
"958","RXN-15294: (expasy) Bacterial non-heme ferritin [1.16.3.2]"
"959","RXN-15298: (expasy) Sulfofructosephosphate aldolase [4.1.2.57]"
"960","RXN-15309: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]"
"961","RXN-15313: (expasy) N-acetylneuraminate lyase [4.1.3.3]"
"962","RXN-15344: (expasy) Cellobiose epimerase [5.1.3.11]"
"963","RXN-15358: (expasy) Kojibiose phosphorylase [2.4.1.230]"
"964","RXN-15513: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) [5.4.2.11]"
"965","RXN-15556: (expasy) E2 ubiquitin-conjugating enzyme [2.3.2.23]"
"966","RXN-15680: (metacyc) 3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine glutathione S-transferase [2.5.1.18]"
"967","RXN-15709: (expasy) Cellobiose epimerase [5.1.3.11]"
"968","RXN-15710: (expasy) D-ribose pyranase [5.4.99.62]"
"969","RXN-15824: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144]"
"970","RXN-15838: (expasy) Nitrite reductase (NO-forming) [1.7.2.1]"
"971","RXN-15889: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
"972","RXN-15952: (expasy) RNA 2',3'-cyclic 3'-phosphodiesterase [3.1.4.58]"
"973","RXN-16003: (expasy) Serine 3-dehydrogenase (NADP(+)) [1.1.1.276]"
"974","RXN-16006: (expasy) N-acylglucosamine 2-epimerase [5.1.3.8]"
"975","RXN-16024: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"976","RXN-16033: (metacyc) chenodeoxycholate dehydrogenase [1.1.1.159]"
"977","RXN-16055: (expasy) Carotenoid 1,2-hydratase [4.2.1.131]"
"978","RXN-16117: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"979","RXN-16133: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"980","RXN-16135: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"981","RXN-16137: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"982","RXN-16138: (expasy) Phospholipase A(2) [3.1.1.4]"
"983","RXN-16139: (expasy) Phospholipase A(2) [3.1.1.4]"
"984","RXN-16190: (expasy) Glutamyl aminopeptidase [3.4.11.7]"
"985","RXN-16194: (expasy) Glutamyl aminopeptidase [3.4.11.7]"
"986","RXN-16201: (expasy) Glutamyl aminopeptidase [3.4.11.7]"
"987","RXN-16225: (expasy) Lysophospholipase [3.1.1.5]"
"988","RXN-16274: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"989","RXN-16275: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"990","RXN-16296: (expasy) L-alanine--L-anticapsin ligase [6.3.2.49]"
"991","RXN-16303: (expasy) 2,4-dinitroanisole O-demethylase [3.3.2.14]"
"992","RXN-16380: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"993","RXN-16389: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"994","RXN-16393: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"995","RXN-16401: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"996","RXN-16402: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"997","RXN-16418: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"998","RXN-16471: (expasy) Nitrate reductase (quinone) [1.7.5.1]"
"999","RXN-16558: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1000","RXN-16602: (expasy) Dolichyl-phosphate beta-D-mannosyltransferase [2.4.1.83]"
"1001","RXN-16616: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1002","RXN-16622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1003","RXN-16626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1004","RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1005","RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]"
"1006","RXN-16748: (expasy) 8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase [2.7.7.90]"
"1007","RXN-16759: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
"1008","RXN-16788: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1009","RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]"
"1010","RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]"
"1011","RXN-17016: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"1012","RXN-17017: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"1013","RXN-17018: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"1014","RXN-17099: (expasy) Penicillin amidase [3.5.1.11]"
"1015","RXN-17107: (expasy) Long-chain-fatty-acyl-CoA reductase [1.2.1.50]"
"1016","RXN-17114: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1017","RXN-17116: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1018","RXN-17127: (expasy) Lipoate--protein ligase [6.3.1.20]"
"1019","RXN-17128: (expasy) Hydroxysqualene dehydroxylase [1.17.8.1]"
"1020","RXN-17129: (expasy) Hydroxysqualene synthase [4.2.3.156]"
"1021","RXN-17150: (expasy) Arylformamidase [3.5.1.9]"
"1022","RXN-17184: (expasy) Mycocerosate synthase [2.3.1.111]"
"1023","RXN-17185: (expasy) Mycocerosate synthase [2.3.1.111]"
"1024","RXN-17340: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]"
"1025","RXN-17342: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]"
"1026","RXN-17352: (expasy) Peroxidase [1.11.1.7]"
"1027","RXN-17357: (expasy) Aerobic carbon monoxide dehydrogenase [1.2.5.3]"
"1028","RXN-17362: (expasy) Signal peptidase II [3.4.23.36]"
"1029","RXN-17425: (expasy) Chlorophyllide a reductase [1.3.7.15]"
"1030","RXN-17475: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1031","RXN-17589: (expasy) Soluble epoxide hydrolase [3.3.2.10]"
"1032","RXN-17609: (expasy) Nitrile hydratase [4.2.1.84]"
"1033","RXN-17617: (expasy) Soluble epoxide hydrolase [3.3.2.10]"
"1034","RXN-17735: (expasy) Phospholipase A(2) [3.1.1.4]"
"1035","RXN-17736: (expasy) Phospholipase A(2) [3.1.1.4]"
"1036","RXN-17762: (expasy) D-erythrulose 4-phosphate isomerase [5.3.1.34]"
"1037","RXN-17775: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8]"
"1038","RXN-17776: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1039","RXN-17777: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1040","RXN-17778: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1041","RXN-17779: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8]"
"1042","RXN-17780: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1043","RXN-17781: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1044","RXN-17782: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1045","RXN-17783: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8]"
"1046","RXN-17785: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1047","RXN-17786: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1048","RXN-17787: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1049","RXN-17789: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1050","RXN-17790: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1051","RXN-17791: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1052","RXN-17793: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1053","RXN-17794: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1054","RXN-17795: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1055","RXN-17797: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1056","RXN-17798: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1057","RXN-17799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1058","RXN-17813: (expasy) Methanethiol S-methyltransferase [2.1.1.334]"
"1059","RXN-17824: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]"
"1060","RXN-17888: (expasy) Arginyltransferase [2.3.2.8]"
"1061","RXN-17889: (expasy) Arginyltransferase [2.3.2.8]"
"1062","RXN-17890: (expasy) Arginyltransferase [2.3.2.8]"
"1063","RXN-17891: (expasy) Arginyltransferase [2.3.2.8]"
"1064","RXN-17892: (expasy) Acylaminoacyl-peptidase [3.4.19.1]"
"1065","RXN-17893: (expasy) Acylaminoacyl-peptidase [3.4.19.1]"
"1066","RXN-18051: (expasy) Mycocerosate synthase [2.3.1.111]"
"1067","RXN-18052: (expasy) Mycocerosate synthase [2.3.1.111]"
"1068","RXN-18212: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1069","RXN-1824: (expasy) Pullulanase [3.2.1.41]"
"1070","RXN-18357: (expasy) Dihydrofolate reductase [1.5.1.3]"
"1071","RXN-18388: (expasy) tRNA uracil 4-sulfurtransferase [2.8.1.4]"
"1072","RXN-18396: (expasy) N(2)-acetyl-L-2,4-diaminobutanoate deacetylase [3.5.1.125]"
"1073","RXN-18405: (expasy) Glutathione transferase [2.5.1.18]"
"1074","RXN-18407: (expasy) Glutathione transferase [2.5.1.18]"
"1075","RXN-18411: (expasy) Ribitol-5-phosphate 2-dehydrogenase [1.1.1.137]"
"1076","RXN-18585: (expasy) Isobutyryl-CoA mutase [5.4.99.13]"
"1077","RXN-18594: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217]"
"1078","RXN-18595: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217]"
"1079","RXN-18600: (expasy) 4-phospho-D-threonate 3-dehydrogenase [1.1.1.408]"
"1080","RXN-18605: (expasy) Nitrite reductase (cytochrome; ammonia-forming) [1.7.2.2]"
"1081","RXN-18693: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]"
"1082","RXN-18751: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"1083","RXN-18752: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"1084","RXN-18814: (expasy) S-(hydroxymethyl)mycothiol dehydrogenase [1.1.1.306]"
"1085","RXN-18840: (expasy) Acyl-CoA hydrolase [3.1.2.20]"
"1086","RXN-18846: (expasy) Beta-glucosidase [3.2.1.21]"
"1087","RXN-18853: (expasy) 3,6-anhydro-alpha-L-galactose dehydrogenase [1.2.1.92]"
"1088","RXN-18913: (expasy) Alpha-mannosidase [3.2.1.24]"
"1089","RXN-18933: (expasy) Microsomal epoxide hydrolase [3.3.2.9]"
"1090","RXN-18934: (expasy) Microsomal epoxide hydrolase [3.3.2.9]"
"1091","RXN-18935: (expasy) Acylglycerol lipase [3.1.1.23]"
"1092","RXN-18936: (expasy) Microsomal epoxide hydrolase [3.3.2.9]"
"1093","RXN-19009: (expasy) Glycoprotein 3-alpha-L-fucosyltransferase [2.4.1.214]"
"1094","RXN-19040: (expasy) Thiosulfate sulfurtransferase [2.8.1.1]"
"1095","RXN-19129: (expasy) Peroxidase [1.11.1.7]"
"1096","RXN-19138: (expasy) Carotenoid 1,2-hydratase [4.2.1.131]"
"1097","RXN-19236: (expasy) Protein-glutamine gamma-glutamyltransferase [2.3.2.13]"
"1098","RXN-19296: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1099","RXN-19297: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1100","RXN-19302: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1101","RXN-19303: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1102","RXN-19304: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1103","RXN-19305: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1104","RXN-19307: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1105","RXN-19308: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1106","RXN-19310: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1107","RXN-19311: (expasy) Lysophospholipase [3.1.1.5]"
"1108","RXN-19312: (expasy) Lysophospholipase [3.1.1.5]"
"1109","RXN-19313: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1110","RXN-19314: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1111","RXN-19315: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1112","RXN-19318: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"1113","RXN-19319: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1114","RXN-19320: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1115","RXN-19322: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1116","RXN-19323: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1117","RXN-19324: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1118","RXN-19326: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1119","RXN-19328: (expasy) Microsomal epoxide hydrolase [3.3.2.9]"
"1120","RXN-19329: (expasy) Dihydrofolate reductase [1.5.1.3]"
"1121","RXN-19352: (expasy) Microsomal epoxide hydrolase [3.3.2.9]"
"1122","RXN-19355: (expasy) RBR-type E3 ubiquitin transferase [2.3.2.31]"
"1123","RXN-19378: (expasy) Alpha-L-fucosidase [3.2.1.51]"
"1124","RXN-19379: (expasy) Alpha-L-fucosidase [3.2.1.51]"
"1125","RXN-19387: (expasy) Aryl-alcohol dehydrogenase (NADP(+)) [1.1.1.91]"
"1126","RXN-19391: (expasy) Flavin-containing monooxygenase [1.14.13.8]"
"1127","RXN-19392: (expasy) Flavin-containing monooxygenase [1.14.13.8]"
"1128","RXN-19393: (expasy) Flavin-containing monooxygenase [1.14.13.8]"
"1129","RXN-19394: (expasy) Flavin-containing monooxygenase [1.14.13.8]"
"1130","RXN-19477: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
