Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
032024_COL_SAN_T5_143_DLAB_S40_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007299761635982761)	(4, 0.001601608540761952)	(5, 0.0026263827704287625)	(6, 0.0037915370315567804)	(7, 0.004723149967617517)	(8, 0.005911275506621005)	(9, 0.007294656907565989)	(10, 0.011939194057565232)	(15, 0.018769320679205045)	(20, 0.02587586834461302)	(25, 0.0329420886555285)	(30, 0.040412858693473094)	(35, 0.04856613092073999)	(40, 0.056927676067411156)	(45, 0.0654558905968899)	(50, 0.07440320332938555)	(55, 0.08378748081435682)	(60, 0.09311126726758934)	(65, 0.10288120698444767)	(70, 0.11265344382909355)	(75, 0.12257193114287993)	(80, 0.13246770241521164)	(85, 0.14228919988907937)	(90, 0.1521716988675275)	(95, 0.16212694022591462)	(100, 0.17206839881757643)	(105, 0.18185058988263503)	(110, 0.19156156998627963)	(115, 0.2014297757251608)	(120, 0.2112775625503749)	(125, 0.2209066117629303)	(130, 0.23051294493403116)	(135, 0.23953759430204088)	(140, 0.24466835683373758)
032024_COL_SAN_T5_143_DLAB_S40_R2_001_val_2 - polya	(1, 0.0010298789580835818)	(2, 0.0063349679652130115)	(3, 0.009483309216256626)	(4, 0.01224751965393821)	(5, 0.014824131322303454)	(6, 0.016797108855385507)	(7, 0.018708829647466306)	(8, 0.021174413472766777)	(9, 0.023957766642011255)	(10, 0.031059720051844132)	(15, 0.041987667410046996)	(20, 0.05364227285837723)	(25, 0.0654347059739603)	(30, 0.07721871628765567)	(35, 0.08867832111046527)	(40, 0.10004195703903955)	(45, 0.11140023300277621)	(50, 0.12261863940789337)	(55, 0.1338628246915152)	(60, 0.14515856773214642)	(65, 0.15648519437969913)	(70, 0.16720052979934347)	(75, 0.17827217526247846)	(80, 0.18921569204235247)	(85, 0.20029371841600838)	(90, 0.21108639047116684)	(95, 0.2220419033628202)	(100, 0.23297418974017736)	(105, 0.243899329497751)	(110, 0.25451435700400576)	(115, 0.2652460275545838)	(120, 0.2755723826688702)	(125, 0.28554829817734523)	(130, 0.2955137489925659)	(135, 0.30505805971340294)	(140, 0.30825413017514336)
032024_COL_SAN_T5_143_DLAB_S40_R2_001_val_2 - polyg	(1, 0.07936959360606222)	(2, 0.0811945340150579)	(3, 0.08294035113359365)	(4, 0.0848061293699235)	(5, 0.08678804017773491)	(6, 0.08876739862133792)	(7, 0.0905936152124378)	(8, 0.09258445929497856)	(9, 0.09459316992697801)	(10, 0.10050623208854488)	(15, 0.10826363262709118)	(20, 0.11552459832710649)	(25, 0.12293206973268311)	(30, 0.13050263721117558)	(35, 0.13866152463970094)	(40, 0.1467900389341465)	(45, 0.1551556678635511)	(50, 0.16383625853627043)	(55, 0.17280424541885403)	(60, 0.1818722849784063)	(65, 0.19103833532356057)	(70, 0.20020387519587324)	(75, 0.20946895727231288)	(80, 0.21870902617951038)	(85, 0.227948839850287)	(90, 0.23710876452134114)	(95, 0.24626154257261185)	(100, 0.2551833316630237)	(105, 0.26385549953385534)	(110, 0.2723599770761961)	(115, 0.28085628705307003)	(120, 0.2892259997652081)	(125, 0.2973930547592002)	(130, 0.3053827204407096)	(135, 0.31286957037316704)	(140, 0.3169551397615298)
032024_COL_SAN_T5_144_PSTR_S9_R1_001_val_1 - polya	(1, 0.001665097829716459)	(2, 0.007639568251564769)	(3, 0.011436985391574844)	(4, 0.014906353406924361)	(5, 0.017439621647358655)	(6, 0.01926543041188357)	(7, 0.020822835347140755)	(8, 0.02295681147119528)	(9, 0.025123923870468048)	(10, 0.030910842974581132)	(15, 0.04061546389774649)	(20, 0.0507216964765569)	(25, 0.06083720721242841)	(30, 0.07081652785715296)	(35, 0.08055527914379311)	(40, 0.09070260070387412)	(45, 0.10110904793616178)	(50, 0.11145618123580876)	(55, 0.1219361909990809)	(60, 0.13214415194281132)	(65, 0.14248432662466246)	(70, 0.15254549386917607)	(75, 0.16286678087415282)	(80, 0.17338224645190847)	(85, 0.1839898308747708)	(90, 0.19437374543991007)	(95, 0.20493361362645812)	(100, 0.21548221547943203)	(105, 0.22604142094047575)	(110, 0.23700886531220813)	(115, 0.2478689481522335)	(120, 0.25881352849406525)	(125, 0.2698711035343913)	(130, 0.2810095310862499)	(135, 0.29194417054551625)	(140, 0.29576113808790505)
032024_COL_SAN_T5_144_PSTR_S9_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0011216629161373561)	(4, 0.002430545787257757)	(5, 0.00395978488857944)	(6, 0.005532101147684833)	(7, 0.006796250047260612)	(8, 0.008325489148582296)	(9, 0.009856385063664892)	(10, 0.013995105838422816)	(15, 0.019683941567889916)	(20, 0.02526375895188901)	(25, 0.03098705640758308)	(30, 0.03697743224153614)	(35, 0.04330712353372397)	(40, 0.04985054380106942)	(45, 0.056452283912798974)	(50, 0.06333999007966193)	(55, 0.07016042960783185)	(60, 0.07699644318535434)	(65, 0.08411013874920567)	(70, 0.09121555024425246)	(75, 0.09850785033153009)	(80, 0.10602481436478736)	(85, 0.11345496135697289)	(90, 0.12081618489670447)	(95, 0.12829934992923914)	(100, 0.13598630305436601)	(105, 0.14372759967085075)	(110, 0.151538813828046)	(115, 0.15936990975037219)	(120, 0.16752872343460673)	(125, 0.17590325427051204)	(130, 0.18420819892845902)	(135, 0.1924190365647862)	(140, 0.19721219877510432)
032024_COL_SAN_T5_144_PSTR_S9_R2_001_val_2 - polya	(1, 0.0030286555549469524)	(2, 0.010351772378177549)	(3, 0.014964341888556278)	(4, 0.018992056141333105)	(5, 0.021906391546777138)	(6, 0.024206049046922855)	(7, 0.02610144398940607)	(8, 0.02862477134727489)	(9, 0.031247507530798427)	(10, 0.037717696629911576)	(15, 0.048068143557080396)	(20, 0.05857333688951838)	(25, 0.06907090887865618)	(30, 0.07949988877809222)	(35, 0.08990037148084058)	(40, 0.10042445249015297)	(45, 0.11085177557582811)	(50, 0.12152496982362256)	(55, 0.13198542918451592)	(60, 0.1423425033667284)	(65, 0.15302298759507088)	(70, 0.16355369585942692)	(75, 0.17404464059352107)	(80, 0.18459688743676894)	(85, 0.1950715953960062)	(90, 0.2054740662752676)	(95, 0.21641433890132106)	(100, 0.22695266850897733)	(105, 0.2377865736915802)	(110, 0.24880206566237906)	(115, 0.2599312150571765)	(120, 0.27078699018142344)	(125, 0.28152281198938034)	(130, 0.29226492968962875)	(135, 0.30271710498171756)	(140, 0.3064591845421132)
032024_COL_SAN_T5_144_PSTR_S9_R2_001_val_2 - polyg	(1, 0.23646045995734633)	(2, 0.239870182677303)	(3, 0.24323351461195417)	(4, 0.24649909453471153)	(5, 0.24983426063542719)	(6, 0.25301865668389983)	(7, 0.2560705076314996)	(8, 0.2590792814213156)	(9, 0.2618792966772567)	(10, 0.2693952666222574)	(15, 0.27702787625602643)	(20, 0.28292878414689016)	(25, 0.28878065035043105)	(30, 0.2945563031209699)	(35, 0.30041910429533275)	(40, 0.3063594443537063)	(45, 0.3124230513558917)	(50, 0.31852343962356927)	(55, 0.32480375786568194)	(60, 0.3310400048617543)	(65, 0.33758905829588687)	(70, 0.34418019479954653)	(75, 0.35076702358742795)	(80, 0.35746585298554695)	(85, 0.3642345999243764)	(90, 0.37098744145110113)	(95, 0.37791325433446504)	(100, 0.38484967082589877)	(105, 0.3917430101595489)	(110, 0.398883546106327)	(115, 0.405949525433864)	(120, 0.41298767029021777)	(125, 0.42016333068872724)	(130, 0.42751196244387585)	(135, 0.43472142184310786)	(140, 0.4388270063426476)
032024_COL_SAN_T5_146_DLAB_S12_R1_001_val_1 - polya	(1, 0.0016239976092091689)	(2, 0.006440500769096043)	(3, 0.00939440074848903)	(4, 0.012074551700361565)	(5, 0.014122120439990893)	(6, 0.015936632575109567)	(7, 0.01752918603926571)	(8, 0.01967108721405411)	(9, 0.022009051881526083)	(10, 0.028212426803810493)	(15, 0.03890121653512933)	(20, 0.05010975948761877)	(25, 0.060994612711621175)	(30, 0.07218169965925089)	(35, 0.08324153030219544)	(40, 0.09462727026033661)	(45, 0.10590757984977062)	(50, 0.11724115952023559)	(55, 0.1285236886963792)	(60, 0.13945145393010103)	(65, 0.15054420844257166)	(70, 0.16122227017146065)	(75, 0.17207715897488313)	(80, 0.1831861904565577)	(85, 0.19437031795524123)	(90, 0.2052100395828146)	(95, 0.21592435456129416)	(100, 0.22689022270019787)	(105, 0.2379896359727974)	(110, 0.2491441689820193)	(115, 0.2605768901921809)	(120, 0.27173660223705853)	(125, 0.2822718705542949)	(130, 0.29262513276134217)	(135, 0.3026299198549781)	(140, 0.30612354933592834)
032024_COL_SAN_T5_146_DLAB_S12_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007176663694455097)	(4, 0.0016258472648005232)	(5, 0.0027652351090748377)	(6, 0.00395826296549843)	(7, 0.00501626596375315)	(8, 0.006390560068129474)	(9, 0.007857336952073518)	(10, 0.012499232624136537)	(15, 0.019355905901287322)	(20, 0.026710506463630712)	(25, 0.0342378648582066)	(30, 0.042168078240579485)	(35, 0.05091287994538485)	(40, 0.06010862768336241)	(45, 0.06937207281598357)	(50, 0.07911198922893758)	(55, 0.08919853109971146)	(60, 0.09904424781249094)	(65, 0.10935496794093695)	(70, 0.11965680972254444)	(75, 0.13008294835989095)	(80, 0.140278989841673)	(85, 0.15062004432181722)	(90, 0.16125445417875023)	(95, 0.17191068997166123)	(100, 0.18249330947203632)	(105, 0.19291574879820014)	(110, 0.20323016823782886)	(115, 0.21379207159558078)	(120, 0.22427850900520546)	(125, 0.23508012772759695)	(130, 0.246229481701163)	(135, 0.2567351555289378)	(140, 0.2628619547097401)
032024_COL_SAN_T5_146_DLAB_S12_R2_001_val_2 - polya	(1, 0.0029391027346621517)	(2, 0.008872797871727088)	(3, 0.012237321392400753)	(4, 0.015453872465766065)	(5, 0.01772339987635792)	(6, 0.019706230670289846)	(7, 0.02147450141562466)	(8, 0.023895700584707576)	(9, 0.026475970134646972)	(10, 0.03331636644259384)	(15, 0.044605184447748046)	(20, 0.05657208619269279)	(25, 0.06839730431933977)	(30, 0.08028356108050147)	(35, 0.09224454392755388)	(40, 0.10397394989456872)	(45, 0.11570187613711047)	(50, 0.12723003957578594)	(55, 0.13885142565626568)	(60, 0.15008956309821678)	(65, 0.16149934857904558)	(70, 0.17251552735003414)	(75, 0.18342627575231552)	(80, 0.19443616569429348)	(85, 0.20569353955439468)	(90, 0.21667716438697537)	(95, 0.2276474716992984)	(100, 0.2385955831445251)	(105, 0.249599924119729)	(110, 0.2606349693777494)	(115, 0.2718294549477445)	(120, 0.28295217388079513)	(125, 0.29356401793951364)	(130, 0.3037630188702419)	(135, 0.31336902021838176)	(140, 0.3166203448168646)
032024_COL_SAN_T5_146_DLAB_S12_R2_001_val_2 - polyg	(1, 0.09758782899985849)	(2, 0.10063051244763647)	(3, 0.10275391706651134)	(4, 0.10506598655570434)	(5, 0.10727447533178151)	(6, 0.10962723724398431)	(7, 0.1116156170046903)	(8, 0.1137094271341035)	(9, 0.11577734208523771)	(10, 0.12192448747754495)	(15, 0.1298410134085418)	(20, 0.13788479564422387)	(25, 0.14604473625104294)	(30, 0.15411922276954146)	(35, 0.1627400975497261)	(40, 0.1716835522650429)	(45, 0.1804905023977178)	(50, 0.1895075734055705)	(55, 0.1987244072172895)	(60, 0.20822682785231367)	(65, 0.2178446669962383)	(70, 0.22736521425605768)	(75, 0.23690166855396275)	(80, 0.24625463701720546)	(85, 0.2559927037745681)	(90, 0.2657030256980605)	(95, 0.2751828805348701)	(100, 0.28461871356860546)	(105, 0.29392100146864497)	(110, 0.3032991252479301)	(115, 0.3125392647201003)	(120, 0.3219584508535134)	(125, 0.33176199541881)	(130, 0.34180192596868175)	(135, 0.3516239670898919)	(140, 0.35703162017677564)
032024_COL_SAN_T5_147_PSTR_S10_R1_001_val_1 - polya	(1, 0.001576007892865849)	(2, 0.005879328145788508)	(3, 0.008572527780891511)	(4, 0.011112220153702387)	(5, 0.013355131819415148)	(6, 0.015140932970746906)	(7, 0.016756170497309632)	(8, 0.01894109053060092)	(9, 0.021393795454779593)	(10, 0.02829889323992905)	(15, 0.03904201370963125)	(20, 0.05042133649972195)	(25, 0.061416891134082316)	(30, 0.072545144268513)	(35, 0.08346223963547962)	(40, 0.09437046569395824)	(45, 0.10504297282300605)	(50, 0.11556333719875991)	(55, 0.126525120235416)	(60, 0.1372518665971404)	(65, 0.14821467301554508)	(70, 0.15847509842715096)	(75, 0.16882831045063115)	(80, 0.1794223583122852)	(85, 0.18975817284603896)	(90, 0.19959594159546717)	(95, 0.20984374529884006)	(100, 0.2200922312567121)	(105, 0.22970622053044334)	(110, 0.23956309240584567)	(115, 0.24919754931454915)	(120, 0.25835715709189566)	(125, 0.2669375307995266)	(130, 0.2752873024864697)	(135, 0.28274741430661765)	(140, 0.28531030333239704)
032024_COL_SAN_T5_147_PSTR_S10_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006310854116454157)	(4, 0.0015282500779305202)	(5, 0.0024237091079679345)	(6, 0.0036568841150480306)	(7, 0.004642741866213031)	(8, 0.0059322028694669075)	(9, 0.007453630402406666)	(10, 0.012008702565488416)	(15, 0.019002152308268235)	(20, 0.02632206082885598)	(25, 0.03391009536758064)	(30, 0.041732484326737956)	(35, 0.05012626142887152)	(40, 0.059302584441445406)	(45, 0.06856930617514687)	(50, 0.07807652261977269)	(55, 0.08780274275860192)	(60, 0.09751600006194872)	(65, 0.10727906194372805)	(70, 0.11729080559042067)	(75, 0.1276692610303667)	(80, 0.1379859724381463)	(85, 0.14834566587936773)	(90, 0.15850204747986446)	(95, 0.16857996981296744)	(100, 0.17862514393011478)	(105, 0.18845438449830448)	(110, 0.19820277790835372)	(115, 0.2076011747603769)	(120, 0.216506301609568)	(125, 0.22504028201126172)	(130, 0.2334306478408999)	(135, 0.2412486021458132)	(140, 0.2457037240247803)
032024_COL_SAN_T5_147_PSTR_S10_R2_001_val_2 - polya	(1, 0.002793832173716732)	(2, 0.008274041437545707)	(3, 0.011494282673185018)	(4, 0.014422860110469284)	(5, 0.01686533121716181)	(6, 0.01898373143679318)	(7, 0.020767826951877247)	(8, 0.023198358604835944)	(9, 0.026000718959791128)	(10, 0.03369245618237536)	(15, 0.04515023823985981)	(20, 0.05725206854447211)	(25, 0.06900083214581251)	(30, 0.08062133190132663)	(35, 0.09185942801010856)	(40, 0.10301804146974813)	(45, 0.11405623701030074)	(50, 0.124938878525064)	(55, 0.13614866107213427)	(60, 0.14684914063564422)	(65, 0.15748207700374564)	(70, 0.1677888957212887)	(75, 0.17825502086436595)	(80, 0.1888893217414655)	(85, 0.19964711068289787)	(90, 0.20966772363807848)	(95, 0.21972722509970638)	(100, 0.22975397834537864)	(105, 0.23946996466672177)	(110, 0.24939540311928118)	(115, 0.25910286125938586)	(120, 0.26822392165753456)	(125, 0.27660985283292877)	(130, 0.28437663805041136)	(135, 0.29158465683315066)	(140, 0.29404486655681916)
032024_COL_SAN_T5_147_PSTR_S10_R2_001_val_2 - polyg	(1, 0.07582917629981592)	(2, 0.07802944705933643)	(3, 0.07972655512578829)	(4, 0.08167439172065062)	(5, 0.08362905086050372)	(6, 0.08553936345791686)	(7, 0.08717677425569957)	(8, 0.08895234158954518)	(9, 0.09095987545307668)	(10, 0.09661508299591867)	(15, 0.10436242396017763)	(20, 0.11181025519934215)	(25, 0.12007269831040354)	(30, 0.1284275869060898)	(35, 0.13740707949568023)	(40, 0.14665708599415428)	(45, 0.15591118601962287)	(50, 0.1655889660890177)	(55, 0.17528653153888576)	(60, 0.18498307360700517)	(65, 0.19485290831788993)	(70, 0.20479267411493002)	(75, 0.21424565132687926)	(80, 0.2236535997418895)	(85, 0.23321266752844508)	(90, 0.24250190366061605)	(95, 0.25160863671428413)	(100, 0.26047282829353074)	(105, 0.2690624124368991)	(110, 0.2773173507484707)	(115, 0.28546381059468917)	(120, 0.2933496492222606)	(125, 0.3008605890025896)	(130, 0.30811738898201285)	(135, 0.31489490517583507)	(140, 0.31864184688476116)
032024_COL_SAN_T5_148_DLAB_S13_R1_001_val_1 - polya	(1, 0.0016941630136784807)	(2, 0.006416431347486605)	(3, 0.009382623733561553)	(4, 0.01209928823390091)	(5, 0.014108644366403295)	(6, 0.01585158726751881)	(7, 0.017511979589894727)	(8, 0.019707074524561198)	(9, 0.022123555102211125)	(10, 0.02839289632757991)	(15, 0.03893535569243275)	(20, 0.050422268724047224)	(25, 0.06150580960954777)	(30, 0.07307977597874218)	(35, 0.08441284474997832)	(40, 0.09592414772531128)	(45, 0.10759980139831675)	(50, 0.11882668010690149)	(55, 0.1302640627912722)	(60, 0.14147518184391578)	(65, 0.15266378710235762)	(70, 0.16359160757796304)	(75, 0.1747288063396443)	(80, 0.186103900860057)	(85, 0.19748499905892342)	(90, 0.2082754853898984)	(95, 0.21936277857443254)	(100, 0.23039003497442884)	(105, 0.24158201730200096)	(110, 0.2531717433271366)	(115, 0.26475058768507465)	(120, 0.27599172512998715)	(125, 0.2869476878483447)	(130, 0.29781697245902566)	(135, 0.30816731411335724)	(140, 0.31178040285282793)
032024_COL_SAN_T5_148_DLAB_S13_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007204414144546364)	(4, 0.0016829061165776272)	(5, 0.002889270255885781)	(6, 0.004198822618618428)	(7, 0.005238209450930585)	(8, 0.006596541701100264)	(9, 0.00810308976309785)	(10, 0.012875638903956455)	(15, 0.019860918784939532)	(20, 0.027127996323347316)	(25, 0.03482058457216737)	(30, 0.04303624330627376)	(35, 0.051703303614124375)	(40, 0.06063790284307195)	(45, 0.06944755051420005)	(50, 0.07873861815134134)	(55, 0.08816289240417605)	(60, 0.0974502077422837)	(65, 0.10720580999978688)	(70, 0.11703533254825231)	(75, 0.12702620395516334)	(80, 0.13694240461130533)	(85, 0.14735128213056142)	(90, 0.15761457044731306)	(95, 0.1675285197240349)	(100, 0.17793026787512708)	(105, 0.18831963343940833)	(110, 0.1987566532014165)	(115, 0.20937190716752152)	(120, 0.21984720037967262)	(125, 0.23055325998239118)	(130, 0.24163229810905143)	(135, 0.2519312332666225)	(140, 0.257867370337806)
032024_COL_SAN_T5_148_DLAB_S13_R2_001_val_2 - polya	(1, 0.003256995561180335)	(2, 0.00924378866931769)	(3, 0.01286663338627577)	(4, 0.016138638143590577)	(5, 0.01854386182413965)	(6, 0.020639520834415247)	(7, 0.02254568874349314)	(8, 0.025269857841899734)	(9, 0.027872077221713743)	(10, 0.034903885610713684)	(15, 0.04658929526120654)	(20, 0.058823666260317695)	(25, 0.07095484903600435)	(30, 0.08312280434222048)	(35, 0.09501796750869258)	(40, 0.10658930726856344)	(45, 0.11825145266504788)	(50, 0.12986406771428854)	(55, 0.1415986324821218)	(60, 0.15309680241083712)	(65, 0.1644291207222665)	(70, 0.1754030944759854)	(75, 0.18644198300298592)	(80, 0.1974602338853015)	(85, 0.20884058162436125)	(90, 0.21980592509030283)	(95, 0.23089471919445045)	(100, 0.2420191601394174)	(105, 0.253014521997628)	(110, 0.264346465079154)	(115, 0.27588140753839874)	(120, 0.28694656215863457)	(125, 0.29801059108916034)	(130, 0.30892227667892114)	(135, 0.3190572363687231)	(140, 0.3225926525181979)
032024_COL_SAN_T5_148_DLAB_S13_R2_001_val_2 - polyg	(1, 0.1113457215235775)	(2, 0.11416369809782453)	(3, 0.11645635280736508)	(4, 0.11884281499274606)	(5, 0.12117299269262277)	(6, 0.12354069338283566)	(7, 0.12570201762619956)	(8, 0.12789898871038285)	(9, 0.13011847358876782)	(10, 0.13650038378514515)	(15, 0.144585837742785)	(20, 0.15214371845629818)	(25, 0.1600539400490681)	(30, 0.16822644734428785)	(35, 0.17667624953809197)	(40, 0.18556056795998907)	(45, 0.19424789068262124)	(50, 0.20303352363993418)	(55, 0.21213622586558784)	(60, 0.22130909608317015)	(65, 0.23070785470257626)	(70, 0.24015239137019254)	(75, 0.24961418861336337)	(80, 0.2588095726251474)	(85, 0.2682207138313645)	(90, 0.2775470530794218)	(95, 0.2865176743790921)	(100, 0.2955021791851868)	(105, 0.3048018771101054)	(110, 0.3139826271556582)	(115, 0.3233712545676736)	(120, 0.33271222778196197)	(125, 0.3420933505959101)	(130, 0.3517664022746737)	(135, 0.3609336440437056)	(140, 0.3658660411233963)
032024_COL_SAN_T5_149_DLAB_S14_R1_001_val_1 - polya	(1, 0.001817834483878855)	(2, 0.007161011846391119)	(3, 0.010520016929114044)	(4, 0.013492032037677888)	(5, 0.01576135482474234)	(6, 0.017507901681802416)	(7, 0.019096597365192338)	(8, 0.021206371654138575)	(9, 0.023560560663606334)	(10, 0.030098314972667555)	(15, 0.04100124829726533)	(20, 0.052511823774270786)	(25, 0.06372231228885814)	(30, 0.07490055163893225)	(35, 0.0861059481801754)	(40, 0.09739587147893225)	(45, 0.10853303557736316)	(50, 0.11952966121149418)	(55, 0.1304533018943584)	(60, 0.14117665829235074)	(65, 0.15216751302335832)	(70, 0.16277680921844065)	(75, 0.17342582280560773)	(80, 0.18404021097403428)	(85, 0.1948684620229171)	(90, 0.20527509767890034)	(95, 0.21616411294302398)	(100, 0.22736815162470864)	(105, 0.2383247204018653)	(110, 0.24958850490412193)	(115, 0.2609649917497302)	(120, 0.27220331638526585)	(125, 0.2834939186138019)	(130, 0.2945435007707126)	(135, 0.3052128822512564)	(140, 0.30885364319235836)
032024_COL_SAN_T5_149_DLAB_S14_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007230602148761831)	(4, 0.0016650752835529006)	(5, 0.002605393027781552)	(6, 0.003735811110193613)	(7, 0.004623511796532214)	(8, 0.005745443256703944)	(9, 0.00706765900174748)	(10, 0.011030572123092344)	(15, 0.016898562204946666)	(20, 0.022918972022237326)	(25, 0.029384080844921317)	(30, 0.036190012416776995)	(35, 0.04349937041992911)	(40, 0.05104126187246627)	(45, 0.05873489413066054)	(50, 0.06648284077119294)	(55, 0.07436793122712908)	(60, 0.08213726415570712)	(65, 0.09028815562021042)	(70, 0.09849709558083757)	(75, 0.10679395694787457)	(80, 0.11517059256397069)	(85, 0.1236249656397882)	(90, 0.13201280359724152)	(95, 0.14049976530246194)	(100, 0.1490627671429557)	(105, 0.15752766363035126)	(110, 0.16626854507300234)	(115, 0.17506136464376426)	(120, 0.1840901123128074)	(125, 0.1935014369124446)	(130, 0.2030522815817129)	(135, 0.2125919239096239)	(140, 0.21817068990552776)
032024_COL_SAN_T5_149_DLAB_S14_R2_001_val_2 - polya	(1, 0.0033114799981770735)	(2, 0.0095593312915086)	(3, 0.013364732704072926)	(4, 0.016864615715985343)	(5, 0.019451338174838167)	(6, 0.021686714472941297)	(7, 0.023599599125911856)	(8, 0.026135401851322695)	(9, 0.02895126311066445)	(10, 0.03624941877245931)	(15, 0.04779597752776378)	(20, 0.059946444321690176)	(25, 0.07191393954011505)	(30, 0.08382678091131217)	(35, 0.09547450020372136)	(40, 0.1071334218374878)	(45, 0.11836393878056235)	(50, 0.1297614724493266)	(55, 0.14104324859073275)	(60, 0.15196519194914884)	(65, 0.1629730199246371)	(70, 0.17366005357944087)	(75, 0.1846189986108248)	(80, 0.19573375802654122)	(85, 0.20689536359702426)	(90, 0.21765843738710142)	(95, 0.22877862824105163)	(100, 0.23997995120361942)	(105, 0.25120944975202514)	(110, 0.26258084462428916)	(115, 0.274260473616322)	(120, 0.2858348684925748)	(125, 0.2971224155371043)	(130, 0.3083525930152892)	(135, 0.3188878858644359)	(140, 0.3226189444661749)
032024_COL_SAN_T5_149_DLAB_S14_R2_001_val_2 - polyg	(1, 0.11039228477777482)	(2, 0.1127413818138984)	(3, 0.1149326276763518)	(4, 0.11687097219604335)	(5, 0.1187889488223581)	(6, 0.12080706759110876)	(7, 0.1226113234794031)	(8, 0.12439011950097643)	(9, 0.12632506937177185)	(10, 0.1317191664677261)	(15, 0.13817103615971518)	(20, 0.14438901454276074)	(25, 0.1507067956033526)	(30, 0.1572387790092904)	(35, 0.16418321225610827)	(40, 0.17099898830976273)	(45, 0.17812673259697173)	(50, 0.18534986651816207)	(55, 0.19282725964167274)	(60, 0.20033147049146285)	(65, 0.20784281010393482)	(70, 0.21534702095372488)	(75, 0.22301994585365276)	(80, 0.23070780720872364)	(85, 0.23843267023676235)	(90, 0.24611408175893054)	(95, 0.2538993695373204)	(100, 0.2613832124937337)	(105, 0.2690792210061553)	(110, 0.27695582483985104)	(115, 0.28524623637398544)	(120, 0.2939844020975196)	(125, 0.30284715143554186)	(130, 0.31161213488535544)	(135, 0.32052308823770276)	(140, 0.32565545790376527)
032024_COL_SAN_T5_150_MCAV_S8_R1_001_val_1 - polya	(1, 0.0007695275617839166)	(2, 0.004263452701953699)	(3, 0.007090453955244088)	(4, 0.009813501485275947)	(5, 0.011850724451472316)	(6, 0.0135963369732032)	(7, 0.014980136536060245)	(8, 0.017076761629832914)	(9, 0.019377244025060622)	(10, 0.02528343556416988)	(15, 0.034769685328434566)	(20, 0.04478893418286116)	(25, 0.055011500319401184)	(30, 0.06554295751933799)	(35, 0.07614299717565834)	(40, 0.08698550551635834)	(45, 0.09719079103396708)	(50, 0.10817100430677576)	(55, 0.11930539310161203)	(60, 0.13021594387935395)	(65, 0.1409534184581122)	(70, 0.1515002662092847)	(75, 0.16204171376704113)	(80, 0.17272518641163911)	(85, 0.18334061661919515)	(90, 0.19371141806500514)	(95, 0.20418401315670726)	(100, 0.21491770760007425)	(105, 0.2256343914341808)	(110, 0.2362541417964697)	(115, 0.24686336178159726)	(120, 0.25756762517084686)	(125, 0.26790926557221034)	(130, 0.27805946911697565)	(135, 0.2876880139777526)	(140, 0.29101372309301315)
032024_COL_SAN_T5_150_MCAV_S8_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005926712274090165)	(4, 0.0012096433251901567)	(5, 0.0018522663416974275)	(6, 0.0025232403736388425)	(7, 0.0031915143088722436)	(8, 0.003967792112426195)	(9, 0.0051139831649780285)	(10, 0.007705535985329619)	(15, 0.011460830486835131)	(20, 0.015223145239781483)	(25, 0.019308391559006273)	(30, 0.023570494212605965)	(35, 0.02808991608247937)	(40, 0.03278133411265324)	(45, 0.03760883701691101)	(50, 0.04261238622653128)	(55, 0.04776174065838429)	(60, 0.053190825109187524)	(65, 0.05877192500465193)	(70, 0.064564172462683)	(75, 0.07016525307378671)	(80, 0.07594400004827773)	(85, 0.08177890903429544)	(90, 0.08765890963533696)	(95, 0.09345763732546727)	(100, 0.09940838046025875)	(105, 0.10532726245389568)	(110, 0.11140842025968423)	(115, 0.1173945346613507)	(120, 0.12357964619039778)	(125, 0.12983388019517)	(130, 0.1360967545094079)	(135, 0.14241147068043963)	(140, 0.146176485530094)
